"3A_Code","Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group_En","Yearbook_Group_Fr","Yearbook_Group_Es","Yearbook_Group_Ar","Yearbook_Group_Cn","Yearbook_Group_Ru","ISSCAAP_Group_En","ISSCAAP_Group_Fr","ISSCAAP_Group_Es","ISSCAAP_Group_Ar","ISSCAAP_Group_Cn","ISSCAAP_Group_Ru","CPC_Class_En","CPC_Class_Fr","CPC_Class_Es","CPC_Class_Ar","CPC_Class_Cn","CPC_Class_Ru","CPC_Group_En","CPC_Group_Fr","CPC_Group_Es","CPC_Group_Ar","CPC_Group_Cn","CPC_Group_Ru"
"TOF","1110XXXXXXXX","2064","Electric rays, etc. nei","Torpilles, raies él., etc. nca","Torpedos, rayas eléctricas nep","","","","Torpediniformes","","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Sharks, rays, chimaeras","Squales, raies, chimères","Tiburones, rayas, quimeras","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"TOE","1110050002XX","2065","Torpedo rays","Torpilles","Tremolinas","","","","Torpedo spp","","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Sharks, rays, chimaeras","Squales, raies, chimères","Tiburones, rayas, quimeras","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"RAT","112002000401","2066","Spotted ratfish","Chimère d'Amérique","Quimera americana","","","","Hydrolagus colliei","(Lay & Bennett 1839)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Sharks, rays, chimaeras","Squales, raies, chimères","Tiburones, rayas, quimeras","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"HAR","1120030002XX","2067","Longnose chimaeras","Chimères spatules","Quimeras-trompudo","خُرافات مِسوَطات","扁吻银鲛属一种","","Harriotta spp","","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Sharks, rays, chimaeras","Squales, raies, chimères","Tiburones, rayas, quimeras","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"STU","1170010XXXXX","2069","Sturgeons nei","Esturgeons nca","Esturiones nep","","鲟类","Осетровые","Acipenseridae","","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Sturgeons, paddlefishes","Esturgeons, spatules","Esturiones, sollos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"APR","117001000104","2070","Sterlet sturgeon","Sterlet","Esterlete","","小体鲟","Стерлядь","Acipenser ruthenus","Linnaeus 1758","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Sturgeons, paddlefishes","Esturgeons, spatules","Esturiones, sollos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"APE","117001000105","2071","Starry sturgeon","Esturgeon étoilé","Esturión estrellado","","闪光鲟","Севрюга","Acipenser stellatus","Pallas 1771","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Sturgeons, paddlefishes","Esturgeons, spatules","Esturiones, sollos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"HUH","117001000501","2072","Beluga","Béluga","Esturión beluga","","欧洲鳇","Белуга","Huso huso","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Sturgeons, paddlefishes","Esturgeons, spatules","Esturiones, sollos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"CLU","1210XXXXXXXX020","2073","Clupeoids nei","Clupéoidés nca","Clupeoideos nep","","","Сельдевые","Clupeoidei","","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"LAD","129001000302","2074","Ladyfish","Guinée-machète","Malacho","","","","Elops saurus","Linnaeus 1766","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Miscellaneous coastal fishes","Poissons côtiers divers","Peces costeros diversos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"TAR","129002000401","2075","Tarpon","Tarpon argenté","Tarpón","","","","Megalops atlanticus","Valenciennes 1847","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Miscellaneous coastal fishes","Poissons côtiers divers","Peces costeros diversos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"BOF","130001000501","2076","Bonefish","Banane de mer","Macabí","","","Альбула","Albula vulpes","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Miscellaneous coastal fishes","Poissons côtiers divers","Peces costeros diversos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"DAG","1210050XXXXX033","2077","Dagaas (=Kapenta)","Dagaas (=Kapenta)","Dagaas (=Kapenta)","","","","Stolothrissa, Limnothrissa spp","","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Miscellaneous freshwater fishes","Poissons d'eau douce divers","Peces de agua dulce diversos","","","","Freshwater fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"HEP","121005000107","2078","Pacific herring","Hareng du Pacifique","Arenque del Pacífico","","","Сельдь восточная","Clupea pallasii","Valenciennes 1847","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"SHC","121005001102","2079","Pontic shad","Alose de la mer Noire","Sábalo del Mar Negro","","","Сельдь черноморско-азовская","Alosa immaculata","(Eichwald 1838)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shads","Aloses","Sábalos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"TSD","121005001105","2080","Twaite shad","Alose feinte","Saboga(=Alosa)","","","Сельдь-финта","Alosa fallax","(Lacépède 1803)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shads","Aloses","Sábalos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"ALE","121005001106","2081","Alewife","Gaspareau","Pinchagua","","","Сероспинка (=элевайф)","Alosa pseudoharengus","(Wilson 1811)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shads","Aloses","Sábalos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"BBH","121005001107","2082","Blueback shad","Alose d'été du Canada","Sábalo del Canadá","","","","Alosa aestivalis","(Mitchill 1814)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shads","Aloses","Sábalos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"SHH","121005001108","2083","Hickory shad","Alose américaine","","","","","Alosa mediocris","(Mitchill 1814)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shads","Aloses","Sábalos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"SIX","1210050012XX","2084","Sardinellas nei","Sardinelles nca","Sardinelas nep","","","Сардинеллы","Sardinella spp","","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"SAG","121005001203","2085","Goldstripe sardinella","Sardinelle dorée","Sardinela dorada","","","","Sardinella gibbosa","(Bleeker 1849)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"IOS","121005001204","2086","Indian oil sardine","Sardinelle indienne","Sardinela aceitera","","","","Sardinella longiceps","Valenciennes 1847","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"FRS","121005001208","2087","Fringescale sardinella","Tunsoy","Tunsoy","","","","Sardinella fimbriata","(Valenciennes 1847)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"SAA","121005001210","2088","Round sardinella","Allache","Alacha","","","Сардинелла круглая (=алаша)","Sardinella aurita","Valenciennes 1847","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"SAE","121005001217","2089","Madeiran sardinella","Grande allache","Machuelo","","","","Sardinella maderensis","(Lowe 1838)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"BSR","121005001224","2090","Brazilian sardinella","Sardinelle de Brésil","Sardinela del Brasil","","","","Sardinella brasiliensis","(Steindachner 1879)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"CHP","121005001303","2091","Pacific sardine","Sardine du Pacifique","Sardina del Pacífico","","","Сардина тихоокеанская","Sardinops sagax","(Jenyns 1842)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"SHG","121005001801","2092","American gizzard shad","Alose noyer","Sábalo molleja","","","","Dorosoma cepedianum","(Lesueur 1818)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shads","Aloses","Sábalos","","","","Other fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"MHS","121005002401","2093","Brazilian menhaden","Menhaden du Brésil","Savela","","","","Brevoortia aurea","(Spix & Agassiz 1829)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
"MHA","121005002403","2094","Atlantic menhaden","Menhaden tyran","Lacha tirana","","","","Brevoortia tyrannus","(Latrobe 1802)","PISCES","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Herrings, sardines, anchovies","Harengs, sardines, anchois","Arenques, sardinas, anchoas","","","","Other pelagic fish, live, fresh or chilled","","","","","","Fish live, fresh or chilled for human consumption","","","","",""
